time,seconds_elapsed,z,y,x
1685471912636871400,0.078871337890625,9.83335018157959,-0.04158249497413635,-0.0042808325961232185
1685471912656871400,0.098871337890625,9.837620735168457,-0.04625597596168518,0.00804451759904623
1685471912676871400,0.118871337890625,9.805769920349121,-0.0510731115937233,-0.001455674646422267
1685471912696871400,0.138871337890625,9.825803756713867,-0.032972946763038635,-0.010409989394247532
1685471912716871400,0.158871337890625,9.827049255371094,-0.0502399280667305,-0.002413355279713869
1685471912736871400,0.178871337890625,9.826981544494629,-0.04056735336780548,0.0010534487664699554
1685471912756871400,0.198871337890625,9.819023132324219,-0.02952529489994049,0.006521805189549923
1685471912776871400,0.218871337890625,9.81743335723877,-0.047098737210035324,-0.009758765809237957
1685471912796871400,0.238871337890625,9.81596851348877,-0.03643017262220383,0.002269703196361661
1685471912816871400,0.258871337890625,9.812779426574707,-0.03703351318836212,0.0017046716529875994
1685471912836871400,0.278871337890625,9.809734344482422,-0.03916914016008377,0.008350975811481476
1685471912856871400,0.298871337890625,9.814638137817383,-0.04019385948777199,-0.005803545005619526
1685471912876870000,0.318869873046875,9.812711715698242,-0.03599921613931656,0.0054587796330451965
1685471912896870000,0.338869873046875,9.806429862976074,-0.03440946713089943,0.004769249819219112
1685471912916870000,0.358869873046875,9.796163558959961,-0.049703627824783325,0.005583278369158506
1685471912936870000,0.378869873046875,9.809350967407227,-0.044493842869997025,0.004865017719566822
1685471912956870000,0.398869873046875,9.815423011779785,-0.04810430109500885,0.012650961987674236
1685471912976871400,0.418871337890625,9.820612907409668,-0.034821268171072006,0.012612654827535152
1685471912996871400,0.438871337890625,9.819559097290039,-0.041103653609752655,0.0055641247890889645
1685471913016871400,0.458871337890625,9.816686630249023,-0.04376600682735443,0.0060429647564888
1685471913036871400,0.478871337890625,9.809149742126465,-0.031268272548913956,0.001637633889913559
1685471913056871400,0.498871337890625,9.816638946533203,-0.04031835496425629,0.015073893591761589
1685471913076871400,0.518871337890625,9.812520980834961,-0.04118984565138817,0.001599326729774475
1685471913096871400,0.538871337890625,9.807550430297852,-0.04526956379413605,-0.0063685765489935875
1685471913116870000,0.558869873046875,9.806036949157715,-0.04733815789222717,0.0018291701562702656
1685471913136871400,0.578871337890625,9.829270362854004,-0.04578671231865883,-0.006512228399515152
1685471913156870000,0.598869873046875,9.811917304992676,-0.020580556243658066,-0.0007278373232111335
1685471913176870000,0.618869873046875,9.814512252807617,-0.03854664787650108,0.0042999861761927605
1685471913196871400,0.638871337890625,9.815576553344727,-0.030109480023384094,0.00619619432836771
1685471913216870000,0.658869873046875,9.812232971191406,-0.03794331103563309,-0.005248090252280235
1685471913236870000,0.678869873046875,9.824874877929688,-0.03691859170794487,0.004443638492375612
1685471913256870000,0.698869873046875,9.806832313537598,-0.04189852997660637,-0.0035913025494664907
1685471913276871400,0.718871337890625,9.811237335205078,-0.02952529489994049,0.016242263838648796
1685471913296870000,0.738869873046875,9.820651054382324,-0.03903506323695183,-0.0031316159293055534
1685471913316870000,0.758869873046875,9.816696166992188,-0.04832456633448601,0.013034033589065075
