time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1685734980241866500,1.047866455078125,5,0.15000000596046448,35.53490447998047,7.3979997634887695,0.15351945161819458,197.0159454345703,69.80000305175781,30.2396459,60.1140354
1685734981243599600,2.049599609375,0,0.15000000596046448,35.544921875,4.900000095367432,0.09929611533880234,0,69.80000305175781,30.239644,60.1140294
1685734982240949800,3.04694970703125,5,0.15000000596046448,35.554893493652344,4.900000095367432,0.15311360359191895,197.1256103515625,69.80000305175781,30.2396324,60.114026
1685734983244512800,4.0505126953125,0,0.15000000596046448,35.5649299621582,4.900000095367432,0.05199984833598137,0,69.80000305175781,30.239613,60.114022
1685734984240540000,5.046539794921875,5,0.15000000596046448,35.57489013671875,4.900000095367432,0.19514456391334534,197.01040649414062,69.80000305175781,30.239598,60.1140188
1685734985242344400,6.048344482421875,0,0.15000000596046448,35.58490753173828,4.900000095367432,0.05443563684821129,0,69.80000305175781,30.2395848,60.1140161
1685734986244941300,7.05094140625,5,0.15000000596046448,26.694589614868164,4.900000095367432,0.1560567170381546,197.0013427734375,69.80000305175781,30.239576,60.1140139
1685734987245847600,8.05184765625,0,0.15000000596046448,26.704599380493164,4.900000095367432,0.0395897813141346,0,69.80000305175781,30.2395696,60.1140136
1685734988251469000,9.057468994140624,0,0.15000000596046448,26.71465492248535,4.900000095367432,0.00003715291677508503,0,69.80000305175781,30.2395679,60.1140138
1685734989252822000,10.058822021484374,0,0.15000000596046448,26.724668502807617,4.900000095367432,1.9597790057446218e-8,0,69.80000305175781,30.2395674,60.114014
1685734990254345500,11.060345458984376,0,0.15000000596046448,26.734683990478516,4.900000095367432,5.453463458593433e-9,0,69.80000305175781,30.2395673,60.1140141
1685734991252353300,12.058353271484375,0,0.15000000596046448,18.917009353637695,4.900000095367432,4.0156827862958266e-10,0,69.80000305175781,30.2395672,60.1140141
1685734992253975800,13.059975830078125,0,0.15000000596046448,18.927026748657227,4.900000095367432,2.5088728317079756e-10,0,69.80000305175781,30.2395672,60.1140141
1685734993247551200,14.05355126953125,0,0.15000000596046448,18.936962127685547,4.900000095367432,8.080886654271424e-11,0,69.80000305175781,30.2395672,60.1140141
1685734994254104800,15.060104736328125,0,0.15000000596046448,18.9470272064209,4.900000095367432,2.5908252973549928e-11,0,69.80000305175781,30.2395672,60.1140141
1685734995251189800,16.057189697265624,0,0.15000000596046448,18.956998825073242,4.900000095367432,8.340014442942412e-12,0,69.80000305175781,30.2395672,60.1140141
1685734996251270700,17.057270751953126,0,0.15000000596046448,12.92965316772461,4.900000095367432,6.142441156403722e-13,0,69.80000305175781,30.2395672,60.1140141
1685734997246186200,18.052186279296876,5,0.15000000596046448,12.93960189819336,4.870999813079834,1.15118408203125,197.00791931152344,69.80000305175781,30.2395697,60.1140088
1685734998253531400,19.059531494140625,5,0.15000000596046448,12.949675559997559,4.835000038146973,1.831476092338562,193.1306610107422,69.80000305175781,30.2395756,60.1139978
1685734999266889700,20.0728896484375,5,0.15000000596046448,12.959809303283691,4.801000118255615,3.6171796321868896,196.96783447265625,69.80000305175781,30.2395936,60.1139696
1685735000259191300,21.06519140625,5,0.15000000596046448,12.969732284545898,4.745999813079834,4.877285003662109,156.2313690185547,69.80000305175781,30.2396161,60.113931
1685735001269110500,22.075110595703126,5,0.15000000596046448,12.97983169555664,4.690000057220459,5.386122703552246,155.02044677734375,69.80000305175781,30.2396679,60.113886
1685735002269011700,23.07501171875,5,0.15000000596046448,12.98983097076416,4.623000144958496,5.539656639099121,155.0038604736328,69.80000305175781,30.2397145,60.1138385
1685735003271236000,24.077236083984374,5,0.15000000596046448,12.999853134155273,4.51800012588501,6.199000358581543,155.0189666748047,69.80000305175781,30.23976,60.1137884
1685735004265815800,25.07181591796875,5,0.15000000596046448,13.009799003601074,4.47599983215332,7.303457736968994,155.0387420654297,69.80000305175781,30.2398079,60.1137304
1685735005268886300,26.07488623046875,5,0.15000000596046448,13.019829750061035,4.310999870300293,8.120058059692383,154.04627990722656,69.80000305175781,30.2398659,60.1136647
1685735006269372700,27.07537255859375,5,0.15000000596046448,13.029833793640137,4.177999973297119,9.045367240905762,155.02235412597656,69.80000305175781,30.2399298,60.113593
1685735007262770400,28.0687705078125,5,0.15000000596046448,13.03976821899414,4.13100004196167,9.349263191223145,155.99221801757812,69.80000305175781,30.2399995,60.1135171
1685735008260857000,29.066857177734374,5,0.15000000596046448,13.049749374389648,4.065999984741211,9.448927879333496,155.02615356445312,69.80000305175781,30.2400701,60.1134409
1685735009268800800,30.07480078125,5,0.15000000596046448,13.059828758239746,3.9260001182556152,9.671504974365234,154.03216552734375,69.80000305175781,30.2401461,60.1133637
1685735010270596000,31.07659619140625,5,0.15000000596046448,13.069846153259277,3.9000000953674316,10.500521659851074,155.99093627929688,69.80000305175781,30.2402241,60.1132824
1685735011267450600,32.07345068359375,5,0.15000000596046448,13.079814910888672,3.9000000953674316,10.990339279174805,155.05296325683594,69.80000305175781,30.2403042,60.1131953
1685735012263751200,33.069751220703125,5,0.15000000596046448,13.089777946472168,3.9159998893737793,12.008041381835938,156.02503967285156,69.80000305175781,30.2403937,60.1131033
1685735013280160000,34.08615991210937,5,0.15000000596046448,13.099942207336426,3.931999921798706,12.95244026184082,156.05345153808594,69.80000305175781,30.2404936,60.1130019
1685735014270210600,35.07621044921875,5,0.15000000596046448,13.109842300415039,4.053999900817871,14.163458824157715,155.1209259033203,69.80000305175781,30.2405987,60.1128927
