time,seconds_elapsed,z,y,x
1686052885617802000,0.234802001953125,-0.0007504915702156723,0.0012217304902151227,0.0019896754529327154
1686052885644802000,0.261802001953125,-0.00047123889089562,-0.00031415926059708,0.00010471975838299841
1686052885664802000,0.281802001953125,-0.0005061454721726477,0.00047123889089562,0.003001966280862689
1686052885684802000,0.301802001953125,-0.00047123889089562,0.0007330382941290736,0.002914699725806713
1686052885704802000,0.321802001953125,-0.0007504915702156723,0.0015358896926045418,0.0036651913542300463
1686052885724802000,0.341802001953125,-0.00013962633966002613,0.0012042771559208632,0.0038222710136324167
1686052885744802000,0.361802001953125,-0.0005061454721726477,0.00041887903353199363,0.0025830871891230345
1686052885764802000,0.381802001953125,-0.0005061454721726477,0.0010821041651070118,0.002740166848525405
1686052885784802000,0.401802001953125,-0.0004886921960860491,0.0008203047327697277,0.003577925032004714
1686052885804802000,0.421802001953125,-0.00029670598451048136,0.0010821041651070118,0.0034208453726023436
1686052885824800300,0.44180029296875,-0.0008552113431505859,0.0036128314677625895,0.003403391921892762
1686052885844802000,0.461802001953125,-0.00029670598451048136,0.0012042771559208632,0.0024434609804302454
1686052885864800300,0.48180029296875,-0.00008726646046852693,0.0013264502631500363,0.003351032268255949
1686052885884800300,0.50180029296875,-0.0005061454721726477,0.0015707963611930609,0.0031939526088535786
1686052885904800300,0.52180029296875,-0.00094247778179124,0.0019198621157556772,0.0034382985904812813
1686052885924802000,0.541802001953125,-0.0005061454721726477,0.00094247778179124,0.0022689281031489372
1686052885944800300,0.56180029296875,-0.0006108652451075613,0.0019547687843441963,0.002809980185702443
1686052885964800300,0.58180029296875,-0.0005585053586401045,0.0006806784076616168,0.0031066860537976027
1686052885984800300,0.60180029296875,0.00038397242315113544,0.0012915435945615172,0.0016929693520069122
1686052886004800300,0.62180029296875,0.0005061454721726477,0.0005759586347267032,0.003403391921892762
1686052886024800300,0.64180029296875,-0.00022689280740451068,0.0011693706037476659,0.0030194194987416267
1686052886044800300,0.66180029296875,-0.0005585053586401045,0.0012042771559208632,0.00296705961227417
1686052886064800300,0.68180029296875,-0.00003490658491500653,0.0009075712296180427,0.002321287989616394
1686052886084800300,0.70180029296875,-0.000715585018042475,0.0008377580670639873,0.0038746309000998735
1686052886104800300,0.72180029296875,-0.0005585053586401045,0.0012217304902151227,0.0033335788175463676
